Median_Household_Income_2018,Percent of Population Aged 60+,anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Total physician assistants (2019),Family Medicine/General Practice Primary Care (2019)
56885.0,23.3,47.5,34.8,9.3,11.8,3.0,11.83912354,28.62356971
74649.0,16.2,40.3,30.6,7.0,8.9,2.6,42.78,70.31
57299.0,24.2,48.0,36.0,10.4,12.5,3.3,1.146884384,2.679552564
63401.0,17.1,42.2,34.2,8.0,10.4,3.0,5.656793662,13.210897
53785.0,14.8,48.7,38.3,7.2,13.7,3.2,4.373825272,7.19514094
43390.0,22.9,46.7,34.3,10.8,13.3,3.7,1.539171031,2.730527485
48966.0,26.9,40.5,31.7,7.6,11.3,3.2,2.564694697,3.850321706
105921.0,15.7,32.5,26.2,5.2,8.9,2.3,42.78,70.31
67758.0,24.1,40.5,31.5,9.2,11.9,2.9,4.302608326,16.92019819
52318.0,16.2,41.0,33.5,6.6,12.0,3.3,42.78,70.31
86541.0,31.0,39.8,28.1,6.7,11.4,3.1,18.85330275,33.44622547
59705.0,26.8,46.6,36.9,7.8,12.6,3.5,3.185741708,8.238019306
41196.0,18.1,47.6,38.0,11.1,12.0,3.1,5.424498064,10.45288674
48080.0,25.0,52.2,36.5,12.7,15.0,3.6,2.04155132,3.934023841
53637.0,35.9,42.8,33.3,8.0,12.3,3.7,4.760807821,8.476307837
64777.0,28.6,43.7,30.2,8.7,11.3,3.0,23.43785211,26.13702894
66499.0,19.4,35.7,27.7,6.3,9.6,2.8,2.852014098,5.474916036
45440.0,29.2,51.4,36.4,11.0,13.6,3.6,1.644792941,6.767148098
49356.0,22.0,48.5,38.1,9.5,11.2,3.1,42.78,35.82729875
53478.0,17.4,40.7,30.5,9.2,11.0,2.8,28.96478517,55.81449476
63160.0,24.2,42.1,33.0,6.7,9.6,2.9,11.68806489,20.80983726
67024.0,20.2,34.9,30.2,5.3,8.7,2.6,21.48205858,41.56517516
40691.0,26.8,57.5,43.8,13.9,15.6,3.7,5.927479411,11.01197897
35407.0,19.7,54.5,37.2,12.5,18.0,4.5,42.78,51.0889212
42785.0,20.0,52.3,37.7,10.7,17.5,4.1,7.091734236,7.270786137
81002.0,24.8,34.4,25.3,6.3,10.1,3.0,42.78,70.31
60240.0,22.2,41.4,31.7,7.4,10.4,3.0,42.78,70.31
57705.0,23.9,44.9,34.7,9.1,12.1,3.0,5.181110955,12.52642479
56738.0,26.5,42.7,35.9,6.9,10.5,3.1,4.041023464,10.23757527
52093.0,24.3,43.2,35.1,7.7,10.9,3.2,9.804454802,24.83871844
40880.0,30.0,52.5,38.2,10.3,15.6,4.0,1.183385911,1.946723495
38998.0,23.4,57.7,38.6,12.7,16.4,4.2,13.4510498,23.60199732
42164.0,26.0,57.0,44.8,10.2,22.0,5.2,0.448680982,0.738100565
52165.0,23.6,50.6,38.8,9.7,13.2,3.2,10.56020056,25.53150458
58380.0,26.4,48.8,35.9,10.3,13.7,3.2,3.047333648,11.98377481
43115.0,25.9,51.8,36.7,9.9,14.6,3.8,1.920330174,3.15903023
37390.0,23.5,54.5,38.9,12.0,15.9,4.1,10.68237892,18.74392575
37624.0,25.4,54.1,41.3,11.1,18.1,4.3,1.637007457,13.19788309
50856.0,11.1,44.9,37.9,5.2,8.9,2.2,9.314154707,20.0276716
45336.0,23.5,47.2,34.2,9.9,11.8,3.2,3.495279976,14.38058047
44624.0,23.2,52.9,39.8,13.2,15.0,3.6,4.660791934,8.981242064
37831.0,27.3,51.5,37.8,11.1,15.4,4.0,2.851312895,5.00308008
72400.0,22.2,38.8,29.6,5.9,9.8,2.8,42.78,70.31
47065.0,30.5,48.5,36.0,10.7,16.0,4.2,3.51575343,5.783573843
49055.0,25.8,54.4,38.0,10.3,14.8,3.6,5.993953196,20.92841976
49716.0,26.8,49.8,36.2,10.2,12.6,3.6,3.293894395,8.002101392
47664.0,15.0,44.4,34.1,8.1,10.9,2.8,8.042016507,18.78917025
37233.0,31.7,57.8,41.7,11.9,20.5,5.0,8.038197854,7.625108007
58943.0,28.7,38.3,28.3,7.4,10.9,3.2,1.160780974,1.986076118
55879.0,25.7,38.8,31.2,7.3,10.4,3.2,23.12197948,41.16717651
53809.0,22.3,44.1,36.4,9.5,12.6,3.0,4.576114508,17.99577338
48722.0,22.6,50.9,42.2,9.5,12.8,3.2,22.88664751,16.67665308
53785.0,22.7,50.2,39.5,8.4,13.7,3.5,0.762129552,1.63876174
46777.0,31.2,51.2,36.1,10.2,15.2,4.0,0.703273761,1.234005203
51487.0,26.6,44.4,31.9,10.5,13.2,3.4,3.94980303,15.5327757
41511.0,25.2,47.0,33.8,7.3,17.2,4.4,9.903080421,21.12781255
45095.0,35.3,41.4,28.6,8.3,13.1,4.0,4.964996173,10.59261401
46810.0,19.1,44.6,32.7,10.7,13.7,3.4,12.62583608,12.94461283
55357.0,26.1,48.3,34.2,9.5,11.3,3.3,2.59427678,6.302468551
62984.0,35.2,39.5,26.6,8.4,12.2,3.7,9.126845395,17.52049972
56678.0,30.9,41.2,29.5,8.0,10.0,3.3,16.52167507,33.2216416
52532.0,11.8,39.6,33.5,6.1,7.9,2.1,5.645895863,23.22882869
56775.0,26.5,47.4,35.1,7.9,13.7,3.4,0.309842312,0.509704655
48120.0,22.8,50.6,39.1,11.6,16.0,3.9,3.670425054,8.575491129
41127.0,24.5,54.9,37.9,11.4,16.4,4.1,1.390131809,11.207522
44152.0,25.4,53.7,38.7,12.8,15.3,3.7,1.333184795,5.242808372
33108.0,22.5,60.6,43.6,15.0,16.7,3.9,5.75747482,11.09452551
40842.0,23.2,55.6,39.8,12.6,15.7,4.0,1.639346795,3.83012967
86317.0,20.9,38.4,26.3,5.8,9.9,2.6,16.74308125,29.70264033
42071.0,26.0,52.6,37.9,10.8,13.0,3.6,7.569444035,18.38901051
61387.0,27.0,44.0,35.9,6.2,10.6,3.1,2.019584119,3.907650068
89964.0,17.1,47.7,36.2,6.9,10.8,2.6,42.78,31.97547196
140382.0,12.5,27.9,23.4,4.1,7.5,2.0,42.78,70.31
57409.0,17.9,43.2,31.2,8.9,11.9,3.1,33.65371523,34.50340326
62799.0,23.3,45.0,36.5,6.9,10.4,2.9,6.930171459,17.55697599
34824.0,26.3,55.3,42.8,12.4,14.8,3.9,2.775622008,11.41970197
35594.0,15.4,52.6,42.1,6.7,17.7,4.1,11.90612851,19.58612138
38855.0,19.2,43.6,33.8,8.0,14.4,3.7,42.78,70.31
59193.0,19.0,41.0,35.1,5.8,8.9,2.6,21.13938032,32.40342969
53132.0,23.9,44.8,36.8,6.9,10.4,3.0,3.966696177,6.080337206
64570.0,28.3,42.3,36.9,7.3,10.3,3.2,3.598573138,5.516061014
50542.0,29.1,49.6,36.2,9.7,13.7,3.7,3.989270655,6.562531154
55995.0,24.6,45.6,34.2,10.0,12.8,3.2,4.195808491,10.14424897
55893.0,44.6,34.4,25.3,7.7,12.1,3.9,8.033733784,18.5980095
58738.0,22.3,48.3,36.6,9.1,11.0,3.0,11.25293237,46.29777888
56528.0,26.8,45.4,35.2,6.6,11.0,3.3,3.163067869,6.120152289
37799.0,27.6,51.6,35.8,11.6,14.5,3.8,1.24464161,10.03455078
42074.0,27.4,54.9,39.6,10.7,13.5,3.6,10.08222422,17.88611518
39292.0,28.6,58.6,41.5,15.4,16.8,4.0,5.211698541,9.68221241
73718.0,21.2,45.4,35.5,7.3,11.0,2.8,28.16898192,46.33925283
76523.0,24.9,40.0,31.4,6.6,11.4,3.0,30.20514671,49.68883624
43048.0,23.8,55.8,39.8,13.9,15.9,3.8,2.818276422,5.430755782
31739.0,27.2,58.5,44.1,11.9,20.3,4.8,0.402486498,4.126426991
57210.0,26.7,45.3,32.5,8.1,12.4,3.3,0.385165344,0.633614459
55334.0,23.0,49.1,37.8,10.7,13.3,3.3,8.340352944,20.16455636
59367.0,28.1,50.7,41.9,8.1,12.6,3.5,2.736177204,6.931862763
36869.0,30.2,43.8,29.8,9.1,14.1,4.2,2.699683649,3.27157925
54331.0,24.6,48.7,38.0,9.8,12.6,3.2,5.409695005,13.07907478
64756.0,29.6,45.7,35.6,6.8,11.1,3.0,1.155790795,2.988762981
41421.0,28.3,56.5,42.1,11.0,17.3,4.3,2.982591162,5.291190505
43591.0,23.0,47.9,35.3,10.0,12.2,3.2,2.00852957,8.263664516
48614.0,24.7,55.3,38.9,12.0,15.2,3.6,4.453812347,8.582397018
69475.0,18.7,37.0,28.3,6.0,10.5,2.9,42.78,70.31
43726.0,19.2,53.3,41.2,8.8,16.2,3.9,2.568922555,4.225994113
52747.0,35.4,38.8,28.8,7.3,11.3,3.4,1.365530615,2.050042125
88960.0,20.4,37.0,26.0,7.0,11.2,3.0,42.78,70.31
71695.0,23.6,36.7,27.7,6.7,10.2,2.7,42.78,70.31
46915.0,34.0,50.3,35.6,10.0,15.4,4.0,0.277270189,0.456122037
40486.0,32.9,50.5,36.7,12.3,15.8,4.2,1.151369771,9.282574469
48395.0,33.2,51.0,38.8,12.5,15.8,3.7,1.767270268,3.405490374
53792.0,19.4,45.8,37.3,6.9,11.0,3.0,26.24879177,40.23537425
42099.0,24.2,52.7,35.4,9.9,16.5,3.8,13.82276761,30.84756813
44348.0,20.2,50.2,37.8,8.8,14.6,3.5,2.111316478,21.64592688
60367.0,22.9,41.6,34.9,6.4,9.6,2.8,26.17638353,66.31555077
52681.0,29.4,47.2,36.2,7.8,12.3,3.2,2.285245603,4.913827385
52945.0,24.4,45.4,34.4,9.5,11.4,3.2,35.10608678,25.58050628
50006.0,23.7,45.2,34.9,8.7,13.3,3.5,42.78,70.31
32691.0,19.5,50.7,38.6,10.7,16.1,3.9,2.491895556,2.554810863
38709.0,23.4,49.6,37.8,11.4,14.6,3.8,16.32588137,28.64634465
45075.0,23.9,53.7,35.9,11.4,13.9,3.7,7.933165769,10.7806684
42532.0,25.7,53.4,37.2,12.8,16.0,3.9,5.32913009,11.11427635
58295.0,25.5,51.5,36.3,9.9,12.9,3.1,4.367259833,17.17444311
41592.0,34.2,42.6,30.8,8.8,15.8,4.5,3.074560424,6.559447521
63073.0,25.1,38.5,30.1,8.2,11.2,3.1,42.78,59.22163252
51746.0,25.0,50.3,36.9,9.1,14.7,3.7,4.727895089,4.484924525
48451.0,30.7,46.4,33.0,9.8,14.4,3.9,3.250280468,4.849123935
54325.0,35.3,45.4,32.1,9.9,13.7,3.9,0.523360106,0.893960527
39907.0,28.5,57.2,42.9,11.8,19.2,4.5,1.40550661,4.907451117
37690.0,29.0,53.8,38.5,13.2,15.9,4.0,4.538396841,9.465146433
38613.0,41.3,57.9,41.2,13.2,15.8,4.4,9.039009635,14.39121201
51354.0,26.0,47.0,33.2,10.0,13.7,3.7,42.78,70.31
68581.0,20.1,41.2,32.3,6.0,11.1,2.8,42.78,70.31
43948.0,15.9,45.9,37.8,5.6,15.0,3.5,42.78,70.31
51594.0,20.2,40.3,30.1,7.0,11.6,3.1,30.32596933,45.24359825
43502.0,19.8,52.1,39.2,10.2,13.1,3.3,3.700380989,8.645479442
60444.0,18.1,40.1,30.9,6.1,10.3,2.7,41.16716604,61.41768137
68835.0,26.5,38.0,27.7,8.0,11.0,2.9,7.933013862,8.133306367
67372.0,25.9,38.4,27.4,7.2,10.2,3.0,42.78,70.31
37319.0,21.0,52.0,39.2,11.2,16.7,4.1,3.39073642,3.476345635
57251.0,30.4,38.1,31.1,6.8,10.0,3.1,1.247954146,1.912922414
48010.0,26.9,53.3,35.6,10.0,14.9,3.6,42.78,70.31
52513.0,23.2,45.8,34.5,9.0,11.3,3.0,1.910729897,7.86128872
51456.0,21.3,42.7,31.7,7.6,11.1,3.0,6.936511036,12.30554217
44366.0,27.6,56.3,36.2,12.6,15.4,3.7,12.16419237,25.3692804
40545.0,22.7,46.0,36.0,7.3,16.0,4.4,12.5816779,17.43924324
50525.0,25.5,36.7,27.6,6.9,10.4,3.1,4.264430648,6.402099209
37002.0,12.3,56.1,42.7,11.2,18.2,4.4,1.301533924,3.365640586
48749.0,25.8,45.5,33.7,10.0,12.0,3.2,1.644033121,6.764021982
43903.0,19.5,50.5,39.0,8.3,13.3,3.3,4.034260899,6.636542146
53607.0,24.8,50.3,36.6,9.8,12.0,3.3,6.279542394,15.255357
45955.0,25.9,46.5,35.5,10.6,12.7,3.4,1.771465768,7.288316304
37719.0,16.7,51.3,38.7,10.5,16.3,4.2,5.059824627,7.596207304
47020.0,32.9,49.4,34.6,10.5,13.5,3.8,30.47398235,52.05314084
92284.0,22.8,33.9,26.2,6.3,9.6,2.6,29.42887685,42.79989179
58203.0,20.0,44.4,36.4,9.1,11.7,3.0,9.285969062,12.61904215
45161.0,27.3,48.4,34.7,11.5,14.1,3.5,1.506430631,5.924105311
46244.0,25.9,53.3,37.9,12.0,14.6,3.4,20.7509868,38.55086021
42354.0,23.7,53.5,39.8,11.0,15.1,4.0,12.52206207,21.97194122
45278.0,26.0,55.9,41.1,12.7,15.4,3.6,31.14775018,57.86580535
48764.0,28.4,48.6,34.2,10.5,12.6,3.6,2.653148713,6.445490492
42768.0,22.6,52.0,39.0,10.9,17.0,4.1,6.809620917,6.98155003
53903.0,22.9,52.5,39.8,9.5,15.7,3.8,3.462544029,8.089802999
38294.0,32.9,42.4,27.7,9.4,12.0,4.1,1.414345445,1.713957564
46651.0,21.7,52.6,39.1,9.5,15.0,3.5,17.18537491,35.84131043
60975.0,30.6,39.0,30.4,6.3,10.4,3.2,3.583518544,6.933673298
55776.0,31.3,48.2,35.4,9.6,15.0,3.9,5.16044202,8.489161167
66387.0,20.6,50.9,39.5,8.3,12.3,3.1,13.9052425,22.87475457
56991.0,23.7,46.5,35.2,8.8,11.5,3.1,17.94488821,22.80384101
48726.0,18.3,36.7,27.7,6.3,8.2,2.5,1.761026852,3.1241052
51641.0,42.5,50.2,33.9,10.7,14.2,4.1,0.799674567,1.273179994
55300.0,24.7,46.6,34.6,9.0,11.1,3.1,3.084224257,7.492734211
42605.0,17.1,46.0,37.2,5.6,13.2,3.2,6.337109931,10.42483325
70808.0,15.8,33.1,26.5,5.3,10.1,2.7,42.78,70.31
47658.0,27.1,50.0,37.0,12.6,15.1,3.6,1.760650452,3.392734136
53028.0,28.8,45.3,32.7,9.3,11.4,3.3,1.596583335,3.878698038
50201.0,25.5,45.2,31.7,10.5,13.2,3.4,7.37559915,15.38233178
35433.0,27.8,55.6,42.6,11.0,19.4,4.8,7.772654623,7.373211269
60251.0,25.5,40.7,31.5,8.1,10.5,2.8,29.38008622,32.76358944
46782.0,34.9,47.9,35.7,7.9,13.8,3.9,3.094676588,4.144108996
35848.0,23.7,54.4,38.2,14.8,16.3,3.9,2.944714912,5.674399931
43852.0,20.3,44.9,32.5,7.6,10.9,3.0,11.15018109,23.97556968
56590.0,18.6,46.3,34.9,8.1,12.0,3.0,0.433819951,0.713653495
45156.0,30.5,46.5,37.3,9.0,12.6,3.7,2.845660359,5.066512682
43722.0,24.7,53.7,40.2,13.3,15.6,3.7,6.79060747,13.08534908
65238.0,22.5,39.5,29.8,7.9,11.2,3.0,42.78,70.31
33541.0,26.8,59.6,41.9,14.8,17.3,4.1,1.469378538,2.831459658
51579.0,26.5,44.3,28.1,9.8,13.1,3.5,9.478627973,9.717944099
55195.0,27.4,43.8,34.2,8.5,11.7,3.3,3.310920021,7.732334955
40179.0,16.0,50.8,38.7,9.8,14.9,3.9,4.070459049,6.110893764
56598.0,17.6,48.3,37.6,8.0,14.1,3.3,34.64459082,35.51929645
43159.0,29.6,49.8,36.4,12.7,16.0,4.0,5.6972938,11.88210771
53876.0,24.4,49.4,37.0,9.8,12.6,3.1,3.588482667,8.675911134
73315.0,15.8,40.3,33.6,6.6,8.9,2.6,11.99717345,28.0182436
47302.0,24.7,40.2,30.8,7.6,11.2,3.2,12.87978782,19.33615205
49771.0,18.1,42.3,35.9,6.6,11.0,3.2,42.78,70.31
49732.0,25.6,45.8,35.3,7.2,11.6,3.5,2.394504865,3.206502803
48448.0,31.1,46.9,34.7,9.3,12.7,3.8,4.477539439,7.971966957
83695.0,22.0,35.3,24.1,4.4,12.3,2.9,42.78,70.31
42754.0,34.9,39.3,29.0,8.4,12.8,3.8,0.400089428,0.600645766
42258.0,28.0,54.5,40.5,11.0,15.6,4.0,5.489651108,9.632462347
44946.0,26.2,45.5,34.2,10.5,13.3,3.6,36.92358195,35.02604756
48598.0,23.2,49.6,36.6,10.8,14.1,3.4,4.792671803,18.84739456
57506.0,20.4,39.3,34.4,6.1,8.5,2.7,14.28400597,25.43174106
34365.0,26.7,50.6,38.3,10.2,18.2,4.4,6.404228494,14.29199133
56492.0,24.5,39.5,31.7,7.5,10.9,3.1,5.945861169,15.063313
43819.0,32.5,46.0,35.2,9.1,13.8,3.9,2.211294646,3.389575735
52086.0,33.4,44.8,35.6,8.2,12.4,3.6,3.417494096,5.2384946
49344.0,17.5,38.5,32.4,6.9,10.7,3.0,9.603229492,14.32714821
67498.0,22.7,44.0,33.5,8.3,11.6,3.1,4.881074846,8.659147527
49513.0,24.3,48.8,36.2,10.6,14.6,3.8,3.098259,5.436386134
41002.0,22.3,50.8,36.7,10.7,16.7,4.0,7.827063233,8.024680699
56690.0,34.5,47.4,33.8,9.5,13.9,3.7,3.661238001,6.495126786
53031.0,38.8,34.8,27.8,7.1,11.2,3.3,3.227216289,4.844951309
43050.0,26.5,53.9,40.0,14.2,15.8,3.8,9.883324695,18.36108675
54313.0,20.9,46.2,36.9,7.8,12.9,3.0,39.29551156,29.28804968
101427.0,14.3,35.7,29.8,4.1,7.7,2.2,42.78,70.31
59323.0,24.6,47.3,34.9,9.3,11.4,3.2,6.994415858,16.99205201
58307.0,27.8,33.6,27.8,6.9,9.1,2.9,8.425136351,19.67609483
46706.0,26.2,52.2,37.1,9.7,13.0,3.4,35.14081858,44.65592821
29244.0,18.8,54.8,45.1,11.0,19.2,4.6,1.036096406,10.62240895
57392.0,23.5,44.5,35.2,6.8,11.5,3.3,3.012707499,4.034343457
40972.0,28.1,48.6,32.5,10.9,13.7,3.7,7.519900536,13.34048958
53138.0,25.1,50.2,34.9,9.9,12.0,3.4,5.594007101,13.58993539
88384.0,13.6,42.7,34.7,5.1,9.0,2.3,42.78,70.31
41701.0,27.5,46.3,32.0,10.1,12.8,3.5,7.151283464,6.783772904
42190.0,23.4,55.8,38.7,14.5,16.5,3.9,5.437958357,10.47882442
66296.0,19.5,47.0,38.7,7.2,11.0,2.8,5.513928874,56.53065397
40798.0,44.6,52.6,36.3,13.1,16.1,4.5,2.193144399,3.491754882
50530.0,32.1,47.8,36.2,8.6,12.6,3.7,2.345642231,5.942476977
52486.0,34.3,46.5,36.7,9.6,13.1,3.7,7.401925639,12.6433583
45051.0,21.4,48.9,37.3,7.7,14.7,3.6,1.430526888,2.35328161
57925.0,11.1,45.1,33.0,8.0,12.0,3.2,0.056390486,0.092764908
55913.0,24.8,47.3,34.5,10.0,12.1,3.2,27.84869003,20.29230984
49151.0,27.0,45.9,36.0,7.9,12.2,3.4,1.996556207,3.060414624
66226.0,28.7,43.0,32.0,7.0,10.9,3.1,3.509156033,5.268221462
84946.0,14.7,46.7,36.1,6.4,11.9,2.8,3.690421435,6.070910633
60296.0,18.0,48.1,34.6,8.2,12.0,3.0,42.78,70.31
55324.0,64.2,49.7,28.9,11.8,16.6,4.8,36.83206496,50.05243687
41874.0,20.6,49.7,33.9,12.3,14.7,3.8,5.976564325,6.127460448
42618.0,31.0,52.2,39.0,10.7,16.8,4.3,5.731239972,5.436706659
60909.0,22.1,45.8,35.5,8.5,11.9,3.1,11.64595868,19.15813022
49242.0,23.7,41.9,31.3,9.5,12.2,3.1,22.64391692,47.22548445
44715.0,26.8,51.6,37.6,11.0,13.9,3.5,7.947838742,19.21557077
52510.0,28.9,39.4,27.9,7.8,11.3,3.2,14.05216518,21.22047616
51777.0,22.3,46.4,31.7,9.7,12.2,3.2,42.78,70.31
49436.0,28.1,48.5,37.1,9.5,13.1,3.4,28.88843708,36.71058401
55970.0,20.9,39.1,35.5,5.7,8.4,2.6,4.006320532,6.141075268
36687.0,28.0,54.1,38.4,14.6,16.5,4.2,3.207478866,6.689423206
42742.0,32.2,41.2,31.7,9.0,11.8,3.6,0.894404149,1.342749964
46187.0,24.2,46.6,34.3,8.8,11.3,3.2,13.11533653,31.86205753
45737.0,33.7,41.2,30.4,6.7,11.4,3.5,0.630566686,0.844397468
40814.0,19.4,51.6,37.5,10.9,13.1,3.3,2.419255117,3.287614044
38284.0,26.3,53.7,37.5,11.3,15.5,4.1,3.341938622,5.863960626
31876.0,11.0,54.3,41.3,11.8,18.8,5.0,4.708872353,6.305692928
38011.0,33.4,54.8,40.4,11.7,18.2,4.5,2.021100177,3.324801454
38156.0,23.4,52.2,36.6,11.1,16.2,4.0,2.9723105,3.04735531
67986.0,17.8,36.3,26.5,5.5,12.0,3.0,42.78,70.31
59619.0,19.6,51.0,39.4,10.4,12.5,2.9,42.78,70.31
68483.0,28.4,38.2,27.3,7.8,11.3,3.3,42.78,70.31
59064.0,19.1,47.5,36.5,7.4,13.2,3.3,0.266887826,0.439042577
59240.0,26.0,48.7,36.4,8.8,13.6,3.6,0.445790064,0.958555798
49471.0,23.0,35.7,26.2,7.6,10.3,3.2,27.29387498,52.39513857
41834.0,21.1,45.7,33.8,9.5,14.3,3.5,2.90747504,2.980882886
61053.0,19.5,41.7,33.2,8.1,11.0,2.8,42.78,70.31
61699.0,24.4,48.2,35.6,10.1,12.7,3.2,8.676247164,20.97665124
78192.0,20.8,40.9,35.9,5.7,8.9,2.5,13.79872218,34.95784129
51188.0,30.1,46.9,33.8,9.5,14.8,3.9,1.009231963,1.726778387
32906.0,24.1,57.9,40.5,14.7,16.6,3.9,5.958717233,11.48231515
62251.0,23.7,47.2,33.9,10.2,12.7,3.1,2.870931,11.29006357
55343.0,22.5,47.6,36.1,9.5,13.7,3.6,3.142371238,5.367539128
43650.0,32.0,44.6,36.3,7.4,10.9,3.2,1.111186212,1.703278135
87336.0,18.7,37.0,27.4,6.1,9.5,2.6,42.78,70.31
61478.0,25.9,48.3,41.1,6.6,10.2,3.0,5.867813077,8.994458002
58465.0,22.4,47.1,38.7,6.8,10.5,2.9,11.60226701,29.39331653
66502.0,22.6,45.3,34.1,9.6,12.2,3.0,6.25907406,24.61408651
28542.0,21.3,65.0,49.2,13.1,22.8,5.4,0.295827934,3.032927511
36085.0,30.0,45.7,31.7,9.9,14.2,3.9,4.507976249,6.725492074
56381.0,19.1,43.8,35.2,7.0,12.6,2.9,42.78,70.31
59338.0,19.1,47.6,35.8,8.6,12.9,3.1,6.085785611,21.24906079
42522.0,22.0,48.8,34.4,8.5,11.7,3.1,1.162115508,1.97933095
45596.0,23.5,44.7,33.6,10.0,12.3,3.4,2.612859738,21.06540028
79979.0,20.2,38.4,30.5,5.8,11.3,2.8,42.78,70.31
43053.0,36.8,47.9,33.5,10.5,13.0,3.7,0.823815877,2.001356871
60136.0,23.3,48.3,40.3,7.5,12.9,3.3,0.567810806,1.220929725
53419.0,22.2,37.7,30.3,7.4,10.5,3.0,42.78,70.31
55787.0,18.2,46.4,41.9,7.3,11.9,3.2,4.636049528,7.10635329
95196.0,19.0,40.7,31.6,6.2,10.1,2.6,42.78,70.31
48222.0,27.7,46.4,33.5,8.2,12.8,3.4,2.191696666,3.605440417
50819.0,25.4,52.6,38.2,12.2,14.6,3.6,5.031218565,10.49296087
55295.0,36.5,46.1,35.9,8.8,12.8,3.9,4.871583165,8.673536114
50941.0,19.1,44.6,34.4,7.1,11.9,3.1,16.28874569,24.30133257
38341.0,31.8,42.6,31.4,7.8,14.5,4.2,6.942768733,14.81210998
49301.0,26.2,50.7,37.4,9.4,13.8,3.6,3.673524646,6.04311465
38514.0,24.0,55.0,39.8,11.0,16.3,4.1,18.33759845,17.39521362
45429.0,23.2,52.3,39.4,12.6,14.8,3.6,5.637656146,10.8636376
61808.0,25.7,34.0,24.5,6.6,8.8,2.8,22.9292718,34.62598535
49561.0,28.4,39.2,30.2,8.9,11.2,3.3,12.41981644,24.97365967
58910.0,22.2,41.0,30.8,6.5,11.7,3.2,0.247394503,0.326139119
33111.0,17.4,56.8,44.7,10.1,16.7,4.0,1.012056132,10.37593997
51646.0,21.0,48.3,38.9,7.3,14.0,3.4,18.73609536,30.82172662
76507.0,21.0,40.8,30.6,8.1,11.0,2.8,24.75993388,51.63858694
55626.0,29.5,44.2,30.8,7.0,11.9,3.6,1.338065255,1.791815106
39994.0,41.3,50.8,30.1,13.3,17.3,4.9,30.1581591,40.9830227
55860.0,21.2,46.8,32.4,9.4,12.9,3.2,42.78,70.31
42188.0,26.5,48.2,33.8,12.7,14.9,3.7,9.953273333,20.75825294
108421.0,14.0,38.0,30.9,5.3,9.0,2.3,37.00722908,65.65173988
32728.0,8.3,55.7,43.1,14.6,18.2,4.7,3.895701062,6.665476962
48342.0,29.5,53.4,35.8,12.2,15.0,3.5,8.213169331,15.25829811
46715.0,29.7,39.6,31.0,6.7,10.4,3.0,4.967767007,12.58539801
45607.0,26.9,49.2,35.2,12.0,13.8,3.8,8.833508788,14.06402946
55965.0,29.0,47.1,36.3,7.3,11.1,3.2,4.33652349,6.647225787
69919.0,19.8,39.0,29.9,7.0,9.7,2.5,42.78,55.72033192
60412.0,23.2,43.4,34.0,6.1,10.3,3.0,11.57272723,22.39182211
59529.0,27.4,54.2,40.4,10.3,15.7,3.6,7.132093453,14.87448349
69598.0,22.6,37.8,28.3,7.5,10.1,3.0,5.415741072,12.64794188
44883.0,29.9,49.2,33.8,10.4,13.7,3.7,7.357669754,9.349912314
47056.0,16.5,41.6,34.2,8.2,9.3,2.7,26.70451339,42.51686074
50553.0,29.0,48.3,37.9,8.5,13.0,3.5,0.723837328,1.556424255
100184.0,22.3,32.9,23.8,4.9,8.2,2.5,42.78,70.31
42054.0,28.8,54.9,38.4,12.7,19.8,4.7,2.589623151,2.655005882
82048.0,19.4,42.6,33.7,6.6,9.4,2.4,42.78,70.31
45129.0,35.9,47.4,28.6,11.1,14.2,4.3,42.78,70.31
61667.0,20.1,45.1,36.6,9.1,10.7,2.9,24.30056978,38.68948766
43483.0,23.2,52.1,38.2,9.5,14.9,3.8,10.70645654,17.61260658
58429.0,23.7,45.6,31.4,8.8,11.9,3.2,4.260741526,7.256952958
39891.0,24.2,52.2,39.5,8.7,16.5,4.1,1.18827173,1.954760887
43303.0,17.2,44.3,35.7,7.3,11.7,3.1,42.78,69.7226917
44442.0,29.1,58.3,40.0,14.6,16.0,3.8,8.636349339,16.04447534
50141.0,37.4,46.6,35.5,8.1,12.6,3.6,0.568338471,1.469668205
45720.0,22.8,48.7,35.4,10.2,13.3,3.4,0.842556077,8.638168376
50054.0,23.6,45.3,37.2,7.2,10.6,3.0,30.05013908,45.11363591
33989.0,24.0,48.6,33.8,8.6,15.4,4.2,4.248783542,9.064603985
116719.0,18.3,32.8,24.5,4.6,9.2,2.4,42.78,70.31
36525.0,17.5,42.4,32.8,7.9,11.9,3.1,7.768133669,18.1492771
84170.0,19.8,33.7,23.9,5.6,9.7,2.9,42.78,70.31
57337.0,21.4,46.3,33.9,9.3,12.8,3.1,16.61050427,34.64237719
37545.0,22.7,56.4,41.8,12.1,16.3,4.1,3.951790974,6.934043168
48258.0,29.7,48.6,35.9,8.9,15.1,3.8,4.319266967,7.105390054
37828.0,31.3,50.8,34.6,11.5,14.9,3.9,0.942635024,7.599712989
89175.0,24.6,30.1,21.8,5.7,9.0,2.8,42.78,70.31
46067.0,25.7,50.8,38.7,9.6,14.4,3.6,5.878250161,9.669988114
57208.0,26.9,44.0,34.9,7.3,11.0,3.1,3.433258625,5.262659205
53553.0,29.5,46.2,31.7,9.5,11.8,3.4,3.490068974,8.478682812
